PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_CATEGORY;REQUIREMENTS_ATTRIBUTES_OBJETIVE_ID;REQUIREMENTS_ATTRIBUTES_OBJETIVE_NAME;REQUIREMENTS_ATTRIBUTES_CHECK_SUMMARY;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME 
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;AWS policy AmazonGuardDutyServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonGuardDutyServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AmazonGuardDutyServiceRolePolicy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;PASS;AWS policy AmazonGuardDutyServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AmazonGuardDutyServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AmazonGuardDutyServiceRolePolicy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;AWS policy AWSTrustedAdvisorServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSTrustedAdvisorServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSTrustedAdvisorServiceRolePolicy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;PASS;AWS policy AWSTrustedAdvisorServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSTrustedAdvisorServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSTrustedAdvisorServiceRolePolicy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;FAIL;AWS policy AdministratorAccess is attached and allows '*:*' administrative privileges.;arn:aws:iam::aws:policy/AdministratorAccess;iam_aws_attached_policy_no_administrative_privileges;False;AdministratorAccess;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;FAIL;AWS policy AdministratorAccess is attached and allows '*:*' administrative privileges.;arn:aws:iam::aws:policy/AdministratorAccess;iam_aws_attached_policy_no_administrative_privileges;False;AdministratorAccess;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;AWS policy AWSSupportServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSSupportServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSSupportServiceRolePolicy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;PASS;AWS policy AWSSupportServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSSupportServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSSupportServiceRolePolicy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;AWS policy CloudTrailServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/CloudTrailServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;CloudTrailServiceRolePolicy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;PASS;AWS policy CloudTrailServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/CloudTrailServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;CloudTrailServiceRolePolicy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;AWS policy AWSResourceExplorerServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSResourceExplorerServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSResourceExplorerServiceRolePolicy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;PASS;AWS policy AWSResourceExplorerServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSResourceExplorerServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;AWSResourceExplorerServiceRolePolicy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;Inline policy range-app-deploy-policy attached to role range-app-deploy-role does not allow '*:*' administrative privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-app-deploy-role;iam_inline_policy_no_administrative_privileges;False;range-app-deploy-role/range-app-deploy-policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;PASS;Inline policy range-app-deploy-policy attached to role range-app-deploy-role does not allow '*:*' administrative privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-app-deploy-role;iam_inline_policy_no_administrative_privileges;False;range-app-deploy-role/range-app-deploy-policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;Inline policy range-cloudtrail-to-cwl attached to role range-cloudtrail-to-cwl does not allow '*:*' administrative privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-cloudtrail-to-cwl;iam_inline_policy_no_administrative_privileges;False;range-cloudtrail-to-cwl/range-cloudtrail-to-cwl;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;PASS;Inline policy range-cloudtrail-to-cwl attached to role range-cloudtrail-to-cwl does not allow '*:*' administrative privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-cloudtrail-to-cwl;iam_inline_policy_no_administrative_privileges;False;range-cloudtrail-to-cwl/range-cloudtrail-to-cwl;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;Inline policy range-responder attached to role range-responder does not allow '*:*' administrative privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-responder;iam_inline_policy_no_administrative_privileges;False;range-responder/range-responder;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;PASS;Inline policy range-responder attached to role range-responder does not allow '*:*' administrative privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-responder;iam_inline_policy_no_administrative_privileges;False;range-responder/range-responder;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;Inline policy range-app-deploy-policy attached to role range-app-deploy-role does not allow 'aws-marketplace:Subscribe' on all resources.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-app-deploy-role;iam_inline_policy_no_wildcard_marketplace_subscribe;False;range-app-deploy-role/range-app-deploy-policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;PASS;Inline policy range-app-deploy-policy attached to role range-app-deploy-role does not allow 'aws-marketplace:Subscribe' on all resources.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-app-deploy-role;iam_inline_policy_no_wildcard_marketplace_subscribe;False;range-app-deploy-role/range-app-deploy-policy;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;Inline policy range-cloudtrail-to-cwl attached to role range-cloudtrail-to-cwl does not allow 'aws-marketplace:Subscribe' on all resources.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-cloudtrail-to-cwl;iam_inline_policy_no_wildcard_marketplace_subscribe;False;range-cloudtrail-to-cwl/range-cloudtrail-to-cwl;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;PASS;Inline policy range-cloudtrail-to-cwl attached to role range-cloudtrail-to-cwl does not allow 'aws-marketplace:Subscribe' on all resources.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-cloudtrail-to-cwl;iam_inline_policy_no_wildcard_marketplace_subscribe;False;range-cloudtrail-to-cwl/range-cloudtrail-to-cwl;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;A.5 Organizational controls;A.5.18;Access Rights;Access rights to information and other associated assets should be provisioned, reviewed, modified and removed in accordance with the organisation’s topic-specific policy on and rules for access control.;PASS;Inline policy range-responder attached to role range-responder does not allow 'aws-marketplace:Subscribe' on all resources.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-responder;iam_inline_policy_no_wildcard_marketplace_subscribe;False;range-responder/range-responder;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;A.8 Technological controls;A.8.2;Privileged Access Rights;The allocation and use of privileged access rights should be restricted and managed.;PASS;Inline policy range-responder attached to role range-responder does not allow 'aws-marketplace:Subscribe' on all resources.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-responder;iam_inline_policy_no_wildcard_marketplace_subscribe;False;range-responder/range-responder;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;A.5 Organizational controls;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;PASS;Root account does not have access keys.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:root;iam_no_root_access_key;False;<root_account>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;A.5 Organizational controls;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;FAIL;Password expiration is not set.;arn:aws:iam:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:password-policy;iam_password_policy_expires_passwords_within_90_days_or_less;False;<SANDBOX_ACCOUNT_ID>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;A.5 Organizational controls;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;FAIL;IAM password policy does not require at least one lowercase letter.;arn:aws:iam:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:password-policy;iam_password_policy_lowercase;False;<SANDBOX_ACCOUNT_ID>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-29 00:18:02.370487;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;A.5 Organizational controls;A.5.15;Access Control;Rules to control physical and logical access to information and other associated assets should be established;FAIL;IAM password policy does not require minimum length of 14 characters.;arn:aws:iam:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:password-policy;iam_password_policy_minimum_length_14;False;<SANDBOX_ACCOUNT_ID>;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
