PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_MATURITYLEVEL;REQUIREMENTS_ATTRIBUTES_ASSESSMENTSTATUS;REQUIREMENTS_ATTRIBUTES_CLOUDAPPLICABILITY;REQUIREMENTS_ATTRIBUTES_MITIGATEDTHREATS;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_RATIONALESTATEMENT;REQUIREMENTS_ATTRIBUTES_IMPACTSTATEMENT;REQUIREMENTS_ATTRIBUTES_REMEDIATIONPROCEDURE;REQUIREMENTS_ATTRIBUTES_AUDITPROCEDURE;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_REFERENCES;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;AWS policy AWSSupportServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSSupportServiceRolePolicy;AWSSupportServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;AWS policy CloudTrailServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/CloudTrailServiceRolePolicy;CloudTrailServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;AWS policy AWSResourceExplorerServiceRolePolicy is attached but does not allow '*:*' administrative privileges.;arn:aws:iam::aws:policy/aws-service-role/AWSResourceExplorerServiceRolePolicy;AWSResourceExplorerServiceRolePolicy;iam_aws_attached_policy_no_administrative_privileges;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;Inline policy range-app-deploy-policy attached to role range-app-deploy-role allows privilege escalation using the following actions: 'ec2:CreateLaunchTemplateVersion', 'ec2:ModifyInstanceAttribute', 'ec2:ModifyLaunchTemplate', 'ec2:RequestSpotInstances', 'ec2:RunInstances', 'ec2:StartInstances', 'ec2:StopInstances', 'iam:PassRole'.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-app-deploy-role;range-app-deploy-role/range-app-deploy-policy;iam_inline_policy_allows_privilege_escalation;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;Inline policy range-cloudtrail-to-cwl attached to role range-cloudtrail-to-cwl does not allow privilege escalation.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-cloudtrail-to-cwl;range-cloudtrail-to-cwl/range-cloudtrail-to-cwl;iam_inline_policy_allows_privilege_escalation;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;Inline policy range-app-deploy-policy attached to role range-app-deploy-role does not allow '*:*' administrative privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-app-deploy-role;range-app-deploy-role/range-app-deploy-policy;iam_inline_policy_no_administrative_privileges;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;Inline policy range-cloudtrail-to-cwl attached to role range-cloudtrail-to-cwl does not allow '*:*' administrative privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-cloudtrail-to-cwl;range-cloudtrail-to-cwl/range-cloudtrail-to-cwl;iam_inline_policy_no_administrative_privileges;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;Inline policy range-app-deploy-policy attached to role range-app-deploy-role does not allow 'cloudtrail:*' privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-app-deploy-role;range-app-deploy-role/range-app-deploy-policy;iam_inline_policy_no_full_access_to_cloudtrail;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;Inline policy range-cloudtrail-to-cwl attached to role range-cloudtrail-to-cwl does not allow 'cloudtrail:*' privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-cloudtrail-to-cwl;range-cloudtrail-to-cwl/range-cloudtrail-to-cwl;iam_inline_policy_no_full_access_to_cloudtrail;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;Inline policy range-app-deploy-policy attached to role range-app-deploy-role does not allow 'kms:*' privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-app-deploy-role;range-app-deploy-role/range-app-deploy-policy;iam_inline_policy_no_full_access_to_kms;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;Inline policy range-cloudtrail-to-cwl attached to role range-cloudtrail-to-cwl does not allow 'kms:*' privileges.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-cloudtrail-to-cwl;range-cloudtrail-to-cwl/range-cloudtrail-to-cwl;iam_inline_policy_no_full_access_to_kms;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;IAM Role AWSReservedSSO_AdministratorAccess_8c8dbb6dc8164670 does not have ReadOnlyAccess policy.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/aws-reserved/sso.amazonaws.com/ap-southeast-1/AWSReservedSSO_AdministratorAccess_8c8dbb6dc8164670;AWSReservedSSO_AdministratorAccess_8c8dbb6dc8164670;iam_role_cross_account_readonlyaccess_policy;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;IAM Role OrganizationAccountAccessRole does not have ReadOnlyAccess policy.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/OrganizationAccountAccessRole;OrganizationAccountAccessRole;iam_role_cross_account_readonlyaccess_policy;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;PASS;IAM Role range-app-deploy-role does not have ReadOnlyAccess policy.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-app-deploy-role;range-app-deploy-role;iam_role_cross_account_readonlyaccess_policy;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
aws;Literal mapping of the Australian Signals Directorate (ASD) Essential Eight Maturity Model (Last updated November 2023, Appendix A: Maturity Level One) to AWS infrastructure checks. Each Requirement is one literal clause from the ASD document, in canonical document order: (1) Patch applications, (2) Patch operating systems, (3) Multi-factor authentication, (4) Restrict administrative privileges, (5) Application control, (6) Restrict Microsoft Office macros, (7) User application hardening, (8) Regular backups. The Essential Eight is designed to protect internet-connected information technology networks (workstations, internet-facing servers, online services). Several controls are inherently endpoint or procedural and have no AWS infrastructure equivalent - those clauses are flagged with CloudApplicability `non-applicable` and AssessmentStatus `Manual`. ML2 and ML3 are out of scope of this framework.;<SANDBOX_ACCOUNT_ID>;ap-southeast-7;2026-08-19 02:30:11.271115;E8-4.4;Privileged user accounts explicitly authorised to access online services are strictly limited to only what is required for users and services to undertake their duties.;4 Restrict administrative privileges;ML1;Automated;full;Excessive standing privilege, Privilege escalation, Confused deputy;Least-privilege enforcement on AWS IAM. This is the cleanest cloud-native mapping in the entire framework: Prowler can verify policy scoping, privilege escalation paths and Access Analyzer findings.;Strictly-scoped privileged access reduces blast radius of compromise.;;"Audit and tighten managed/inline policies; remove privilege-escalation paths; attach policies only to groups/roles; enable Access Analyzer and resolve findings.";Run all listed checks.;ASD Essential Eight ML1 - Restrict administrative privileges - clause 4.;https://www.cyber.gov.au/resources-business-and-government/essential-cyber-security/essential-eight/essential-eight-maturity-model;FAIL;IAM Service Role range-cloudtrail-to-cwl does not prevent against a cross-service confused deputy attack.;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/range-cloudtrail-to-cwl;range-cloudtrail-to-cwl;iam_role_cross_service_confused_deputy_prevention;False;ASD-Essential-Eight;ASD Essential Eight Maturity Model - Maturity Level One (AWS)
