AUTH_METHOD;TIMESTAMP;ACCOUNT_UID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ORGANIZATION_UID;ACCOUNT_ORGANIZATION_NAME;ACCOUNT_TAGS;FINDING_UID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;MUTED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_UID;RESOURCE_NAME;RESOURCE_DETAILS;RESOURCE_TAGS;PARTITION;REGION;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_CODE_NATIVEIAC;REMEDIATION_CODE_TERRAFORM;REMEDIATION_CODE_CLI;REMEDIATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROWLER_VERSION;ADDITIONAL_URLS;ACCOUNT_OU_UID;ACCOUNT_OU_NAME
profile: sandbox;2026-08-19 02:30:11.271115;<SANDBOX_ACCOUNT_ID>;;;;;;prowler-aws-accessanalyzer_enabled-<SANDBOX_ACCOUNT_ID>-ap-southeast-7-analyzer/unknown;aws;accessanalyzer_enabled;IAM Access Analyzer is enabled;Software and Configuration Checks/AWS Security Best Practices | Software and Configuration Checks/Industry and Regulatory Standards/AWS Foundational Security Best Practices;FAIL;IAM Access Analyzer in account <SANDBOX_ACCOUNT_ID> is not enabled.;False;accessanalyzer;;low;Other;arn:aws:accessanalyzer:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:analyzer/unknown;analyzer/unknown;;;aws;ap-southeast-7;**IAM Access Analyzer** presence and status are evaluated per account and Region. An analyzer in `ACTIVE` state indicates continuous analysis of supported resources and IAM activity to identify external, internal, and unused access.;Without an active analyzer, visibility into unintended public, cross-account, or risky internal access is lost. Adversaries can exploit exposed S3, snapshots, KMS keys, or permissive role trusts for data exfiltration and escalation. Unused permissions persist, enlarging the attack surface. This degrades confidentiality and integrity.;;Enable **IAM Access Analyzer** across all accounts and active Regions (*or organization-wide*). Operate on least privilege: continuously review findings, remove unintended access, and trim unused permissions. Use archive rules sparingly, integrate reviews into change/CI/CD workflows, and enforce separation of duties on policy changes.;https://hub.prowler.com/check/accessanalyzer_enabled;"```yaml
Resources:
  example_resource:
    Type: AWS::AccessAnalyzer::Analyzer  # This resource enables IAM Access Analyzer
    Properties:
      AnalyzerName: example_resource
      Type: ACCOUNT  # This line fixes the security issue
```";"```hcl
resource ""aws_accessanalyzer_analyzer"" ""example_resource"" {
  analyzer_name = ""example_resource""
  type          = ""ACCOUNT"" # This line fixes the security issue
}
```";aws accessanalyzer create-analyzer --analyzer-name example_resource --type ACCOUNT;"1. In the AWS Console, open IAM
2. Go to Access analyzer > Analyzer settings
3. Confirm the desired Region
4. Click Create analyzer
5. Select Resource analysis - External access
6. Set Name to ""example_resource"" and Zone of trust to ""Current account""
7. Click Create";ASD-Essential-Eight-Nov 2023: E8-4.4 | AWS-Account-Security-Onboarding: Enabled security services, Create analyzers in each active regions, Verify that events are present in SecurityHub aggregated view | AWS-AI-Security-Framework-1.0: AISF-DATA-02 | C5-2025: IAM-01.04B, IAM-06.01AC, IAM-10.01B, IAM-10.02B, INQ-04.01AC, PSS-08.03B, PSS-09.01AC | CCC-v2025.10: CCC.Core.CN05.AR04, CCC.IAM.CN11.AR01 | CIS-1.4: 1.20 | CIS-1.5: 1.20 | CIS-2.0: 1.20 | CIS-3.0: 1.20 | CIS-4.0.1: 1.20 | CIS-5.0: 1.19 | CIS-6.0: 2.19 | CIS-7.0: 2.18 | ISO27001-2022: A.8.3 | KISA-ISMS-P-2023: 2.5.1, 2.5.5, 2.5.6, 2.10.2 | KISA-ISMS-P-2023-korean: 2.5.1, 2.5.5, 2.5.6, 2.10.2 | NIS2: 3.2.3.e, 11.1.1, 11.2.1, 11.2.2.e | NIST-CSF-2.0: po_3, po_4, ov_2, ov_3, ac_1, ac_6 | ProwlerThreatScore-1.0: 1.2.6 | SecNumCloud-3.2: 9.3;identity-access | trust-boundaries;;;;5.37.1;https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-manage-external.html | https://aws.amazon.com/iam/access-analyzer/ | https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-getting-started.html | https://docs.aws.amazon.com/access-analyzer/latest/APIReference/API_CreateAnalyzer.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/what-is-access-analyzer.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-create-external.html | https://docs.aws.amazon.com/access-analyzer/latest/APIReference/Welcome.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/access-analyzer-create-internal.html;;
profile: sandbox;2026-08-19 02:30:11.271115;<SANDBOX_ACCOUNT_ID>;;;;;;prowler-aws-account_maintain_current_contact_details-<SANDBOX_ACCOUNT_ID>-ap-southeast-7-<SANDBOX_ACCOUNT_ID>;aws;account_maintain_current_contact_details;AWS account contact information is current;Software and Configuration Checks/Industry and Regulatory Standards/AWS Foundational Security Best Practices;MANUAL;Login to the AWS Console. Choose your account name on the top right of the window -> My Account -> Contact Information.;False;account;;medium;Other;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:root;<SANDBOX_ACCOUNT_ID>;;;aws;ap-southeast-7;**AWS account contact information** is current for the **primary contact** and the **alternate contacts** for `security`, `billing`, and `operations`, with accurate email addresses and phone numbers.;"Outdated or single-person contacts delay **security notifications**, slow **incident response**, and complicate **account recovery**.

AWS may throttle services during abuse mitigation, reducing **availability**. Missed alerts enable ongoing misuse, risking **data exfiltration** and unauthorized changes (**integrity**).";;"Adopt:
- **Primary** and **alternate contacts** for `security`, `billing`, `operations`
- Shared, monitored aliases and SMS-capable phone numbers (non-personal)
- Centralized management across accounts with periodic reviews
- **Least privilege** for who can modify contact data
- Regular reachability tests and documented ownership";https://hub.prowler.com/check/account_maintain_current_contact_details;;"```hcl
# Set the Security alternate contact for the AWS account
resource ""aws_account_alternate_contact"" ""<example_resource_name>"" {
  alternate_contact_type = ""SECURITY""  # Critical: ensures AWS can reach your security team
  email_address          = ""<SECURITY_EMAIL>""  # Critical: contact destination
  name                   = ""<SECURITY_CONTACT_NAME>""
  phone_number           = ""<SECURITY_PHONE>""
  title                  = ""Security""
}
```";"aws account put-alternate-contact --alternate-contact-type=SECURITY --email-address=<SECURITY_EMAIL> --name=""<SECURITY_CONTACT_NAME>"" --phone-number=""<SECURITY_PHONE>"" --title=""Security""";"1. Sign in to the AWS Management Console
2. Open Billing and Cost Management, then click your account name > Account
3. Under Contact information, click Edit, update details, then Update
4. Under Alternate contacts, click Edit
5. Enter Security contact name, email, and phone (use a team alias), then Update
6. Repeat for Billing and Operations if needed";AWS-Account-Security-Onboarding: Billing, emergency, security contacts | AWS-AI-Security-Framework-1.0: AISF-GOV-03 | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP03, SEC10-BP01 | C5-2025: IAM-03.01AS, IAM-06.06B, SSO-05.06B, SIM-01.03B, INQ-02.01B | CIS-1.4: 1.1 | CIS-1.5: 1.1 | CIS-2.0: 1.1 | CIS-3.0: 1.1 | CIS-4.0.1: 1.1 | CIS-5.0: 1.1 | CIS-6.0: 2.1 | CIS-7.0: 2.2 | ENS-RD2022: op.ext.7.aws.am.1 | ISO27001-2022: A.5.5 | KISA-ISMS-P-2023: 2.10.2 | KISA-ISMS-P-2023-korean: 2.10.2 | NIS2: 2.2.3, 3.5.3.a, 5.1.7.b;;;;;5.37.1;https://repost.aws/knowledge-center/update-phone-number | https://support.stax.io/docs/accounts/update-aws-account-contact-details | https://maartenbruntink.nl/blog/2022/09/26/aws-account-hygiene-101-mass-updating-alternate-account-contacts/ | https://docs.aws.amazon.com/security-ir/latest/userguide/update-account-contact-info.html | https://docs.aws.amazon.com/accounts/latest/reference/manage-acct-update-contact-primary.html | https://repost.aws/knowledge-center/add-update-billing-contact | https://aws.amazon.com/blogs/security/update-the-alternate-security-contact-across-your-aws-accounts-for-timely-security-notifications/ | https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_accounts_update_contacts.html | https://docs.aws.amazon.com/accounts/latest/reference/manage-acct-update-contact-alternate.html;;
profile: sandbox;2026-08-19 02:30:11.271115;<SANDBOX_ACCOUNT_ID>;;;;;;prowler-aws-account_maintain_different_contact_details_to_security_billing_and_operations-<SANDBOX_ACCOUNT_ID>-ap-southeast-7-<SANDBOX_ACCOUNT_ID>;aws;account_maintain_different_contact_details_to_security_billing_and_operations;AWS account has distinct Security, Billing, and Operations contact details, different from each other and from the root contact;Software and Configuration Checks/Industry and Regulatory Standards/AWS Foundational Security Best Practices | Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark;FAIL;SECURITY, BILLING and OPERATIONS contacts not found or they are not different between each other and between ROOT contact.;False;account;;medium;Other;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:root;<SANDBOX_ACCOUNT_ID>;;;aws;ap-southeast-7;**AWS account alternate contacts** are defined for **Security**, **Billing**, and **Operations** with `name`, `email`, and `phone`. The finding evaluates that all three exist, are distinct from one another, and differ from the **primary (root) contact**.;Missing or shared contacts can delay response to abuse alerts, credential compromise, or billing anomalies, reducing **availability** (possible AWS traffic throttling) and raising **confidentiality** and **integrity** risk through extended exposure. If AWS cannot reach you, urgent mitigation may disrupt service.;;"Maintain distinct, monitored **Security**, **Billing**, and **Operations** alternate contacts that differ from the root contact.
- Use team aliases and 24x7 phones
- Review and test contact paths regularly
- Centralize at org level for consistency

Applies **operational resilience** and **separation of duties**.";https://hub.prowler.com/check/account_maintain_different_contact_details_to_security_billing_and_operations;;"```hcl
# Set distinct alternate contacts for SECURITY, BILLING, and OPERATIONS
# Critical: each resource sets a required contact type to satisfy the check

resource ""aws_account_alternate_contact"" ""security"" {
  alternate_contact_type = ""SECURITY""  # Sets SECURITY contact
  email_address          = ""security@example.com""
  name                   = ""Security Team""
  phone_number           = ""+1-555-0100""
  title                  = ""Security""
}

resource ""aws_account_alternate_contact"" ""billing"" {
  alternate_contact_type = ""BILLING""   # Sets BILLING contact
  email_address          = ""billing@example.com""
  name                   = ""Billing Team""
  phone_number           = ""+1-555-0101""
  title                  = ""Billing""
}

resource ""aws_account_alternate_contact"" ""operations"" {
  alternate_contact_type = ""OPERATIONS"" # Sets OPERATIONS contact
  email_address          = ""operations@example.com""
  name                   = ""Operations Team""
  phone_number           = ""+1-555-0102""
  title                  = ""Operations""
}
```";;"1. Sign in to the AWS Management Console with a user that can edit account contacts (root, or IAM with account:PutAlternateContact)
2. In the upper right, click your account name > Account
3. Scroll to ""Alternate contacts"" and click Edit
4. Add all three contacts with unique details:
   - Billing contact (distinct name, email, phone)
   - Operations contact (distinct name, email, phone)
   - Security contact (distinct name, email, phone)
5. Ensure each contact’s email/phone differs from each other and from the primary (root) contact, then click Update";AWS-AI-Security-Framework-1.0: AISF-GOV-03 | C5-2025: OIS-04.03B, IAM-06.06B, SSO-05.06B, SIM-01.03B, INQ-02.01B | ISO27001-2022: A.5.6 | KISA-ISMS-P-2023: 2.10.2 | KISA-ISMS-P-2023-korean: 2.10.2;resilience;;;;5.37.1;https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/account_alternate_contact | https://docs.aws.amazon.com/accounts/latest/reference/manage-acct-update-contact-alternate.html | https://builder.aws.com/content/2qRw97fe8JFwfk2AbpJ3sYNpNvM/aws-bulk-update-alternate-contacts-across-organization | https://github.com/aws-samples/aws-account-alternate-contact-with-terraform | https://trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/IAM/account-security-alternate-contacts.html | https://repost.aws/articles/ARDFbpt-bvQ8iuErnqVVcCXQ/managing-aws-organization-alternate-contacts-via-csv;;
profile: sandbox;2026-08-19 02:30:11.271115;<SANDBOX_ACCOUNT_ID>;;;;;;prowler-aws-account_security_contact_information_is_registered-<SANDBOX_ACCOUNT_ID>-ap-southeast-7-<SANDBOX_ACCOUNT_ID>;aws;account_security_contact_information_is_registered;AWS account has security alternate contact registered;Software and Configuration Checks/AWS Security Best Practices | Software and Configuration Checks/Industry and Regulatory Standards/AWS Foundational Security Best Practices;MANUAL;Login to the AWS Console. Choose your account name on the top right of the window -> My Account -> Alternate Contacts -> Security Section.;False;account;;medium;Other;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:root;<SANDBOX_ACCOUNT_ID>;;;aws;ap-southeast-7;Account settings contain a **Security alternate contact** in Alternate Contacts (name, `EmailAddress`, `PhoneNumber`) for targeted AWS security notifications.;"Missing or outdated **security contact** can delay or prevent AWS advisories from reaching responders, increasing risk to:
- Confidentiality: data exfiltration from undetected compromise
- Integrity: unauthorized changes persist longer
- Availability: resource abuse (e.g., cryptomining) and outages";;"Define and maintain a **Security alternate contact**:
- Use a monitored alias (e.g., `security@domain`) and team phone
- Apply to every account (prefer Org-wide automation)
- Review after org/personnel changes and test delivery
- Document ownership and escalation paths
Align with **incident response** and **least privilege** principles.";https://hub.prowler.com/check/account_security_contact_information_is_registered;;"```hcl
# Set the SECURITY alternate contact for the current AWS account
resource ""aws_account_alternate_contact"" ""<example_resource_name>"" {
  alternate_contact_type = ""SECURITY""  # Critical: sets Security contact type
  email_address          = ""security@example.com""  # Contact email
  name                   = ""Security Team""         # Contact name
  phone_number           = ""+1-555-0100""          # Contact phone
}
```";aws account put-alternate-contact --alternate-contact-type SECURITY --email-address <EMAIL_ADDRESS> --name <CONTACT_NAME> --phone-number <PHONE_NUMBER>;"1. Sign in to the AWS Management Console as the root user or an admin with account:PutAlternateContact
2. Click your account name (top-right) and select My Account (or Account)
3. Scroll to Alternate Contacts and click Edit in the Security section
4. Enter Security Email, Name, and Phone Number
5. Click Update (or Save changes)";AWS-Account-Security-Onboarding: Billing, emergency, security contacts | AWS-AI-Security-Framework-1.0: AISF-GOV-03 | AWS-Foundational-Security-Best-Practices: Account.1 | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP03, SEC10-BP01 | C5-2025: OIS-06.01B, SSO-05.06B, SIM-01.03B | CIS-1.4: 1.2 | CIS-1.5: 1.2 | CIS-2.0: 1.2 | CIS-3.0: 1.2 | CIS-4.0.1: 1.2 | CIS-5.0: 1.2 | CIS-6.0: 2.2 | CIS-7.0: 2.3 | ENS-RD2022: op.ext.7.aws.am.1 | ISO27001-2022: A.5.5 | KISA-ISMS-P-2023: 2.10.2 | KISA-ISMS-P-2023-korean: 2.10.2 | NIS2: 1.1.1.a, 1.2.3, 2.2.1, 3.1.2.d, 3.5.3.a, 5.1.7.b | PCI-4.0: A1.2.3.1;;;;;5.37.1;https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/account_alternate_contact | https://support.icompaas.com/support/solutions/articles/62000234161-1-2-ensure-security-contact-information-is-registered-manual- | https://www.plerion.com/cloud-knowledge-base/ensure-security-contact-information-is-registered | https://repost.aws/articles/ARDFbpt-bvQ8iuErnqVVcCXQ/managing-aws-organization-alternate-contacts-via-csv;;
profile: sandbox;2026-08-19 02:30:11.271115;<SANDBOX_ACCOUNT_ID>;;;;;;prowler-aws-account_security_questions_are_registered_in_the_aws_account-<SANDBOX_ACCOUNT_ID>-ap-southeast-7-<SANDBOX_ACCOUNT_ID>;aws;account_security_questions_are_registered_in_the_aws_account;[DEPRECATED] AWS root user has security challenge questions configured;Software and Configuration Checks/AWS Security Best Practices;MANUAL;Login to the AWS Console as root. Choose your account name on the top right of the window -> My Account -> Configure Security Challenge Questions.;False;account;;medium;Other;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:root;<SANDBOX_ACCOUNT_ID>;;;aws;ap-southeast-7;[DEPRECATED] **AWS account root** configuration may include legacy **security challenge questions** for support identity verification. This evaluates whether those questions are set on the account. *New configuration is discontinued by AWS and remaining support for this feature is time-limited.*;Absence of these questions can limit support-assisted recovery if root credentials or MFA are lost, reducing **availability** and slowing **incident response**. Reliance on KBA also weakens **confidentiality** due to **social engineering**. Treat this as a recovery gap and adopt stronger, phishing-resistant factors.;;"Favor stronger recovery instead of KBA:
- Enforce **MFA for root** and minimize root use
- Keep **alternate contacts** and root email current and protected
- Establish a tightly controlled **break-glass role**, applying least privilege and separation of duties
- Document and test recovery procedures; monitor root activity";https://hub.prowler.com/check/account_security_questions_are_registered_in_the_aws_account;;;;"1. Sign in to the AWS Management Console
2. Navigate to your AWS account settings page at https://console.aws.amazon.com/billing/home?#/account/
3. Scroll down to Configure Security Challenge Questions section and click the Edit link
4. Select three different questions made available by Amazon and provide appropriate answers
5. Store the answers in a secure but accessible location
6. Click the Update button to save the changes";AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP03, SEC10-BP01 | CIS-1.4: 1.3 | CIS-1.5: 1.3 | CIS-2.0: 1.3 | CIS-3.0: 1.3 | CIS-4.0.1: 1.3 | ENS-RD2022: op.ext.7.aws.am.1 | KISA-ISMS-P-2023: 2.5.1, 2.5.3, 2.10.2 | KISA-ISMS-P-2023-korean: 2.5.1, 2.5.3, 2.10.2;;;;;5.37.1;https://www.trendmicro.com/trendaivisiononecloudriskmanagement/knowledge-base/aws/IAM/security-challenge-questions.html;;
profile: sandbox;2026-08-19 02:30:11.271115;<SANDBOX_ACCOUNT_ID>;;;;;;prowler-aws-backup_vaults_exist-<SANDBOX_ACCOUNT_ID>-ap-southeast-7-<SANDBOX_ACCOUNT_ID>;aws;backup_vaults_exist;At least one AWS Backup vault exists;Software and Configuration Checks/AWS Security Best Practices | Software and Configuration Checks/Industry and Regulatory Standards/AWS Foundational Security Best Practices;FAIL;No Backup Vault exist.;False;backup;;low;AwsBackupBackupVault;arn:aws:backup:ap-southeast-7:<SANDBOX_ACCOUNT_ID>:backup-vault;<SANDBOX_ACCOUNT_ID>;;;aws;ap-southeast-7;**AWS Backup** in the account/region includes at least one **backup vault** that stores and organizes recovery points for use by backup plans and copies.;Without a vault, recovery points cannot be created or retained in AWS Backup, degrading **availability** and **integrity**. Data may be irrecoverable after deletion, ransomware, or misconfiguration, and RPO/RTO targets may be missed during incidents.;;Create and maintain a **backup vault** in each required region. Enforce **least privilege** access, encrypt with **KMS CMKs**, and enable **Vault Lock** to prevent tampering. Use lifecycle rules and cross-region/cross-account copies, and regularly test restores for **defense in depth**.;https://hub.prowler.com/check/backup_vaults_exist;"```yaml
# CloudFormation: create a Backup Vault
Resources:
  BackupVault:
    Type: AWS::Backup::BackupVault
    Properties:
      VaultName: <example_resource_name>  # Critical: creates a backup vault to satisfy the check
```";"```hcl
# Create a Backup Vault
resource ""aws_backup_vault"" ""<example_resource_name>"" {
  name = ""<example_resource_name>"" # Critical: ensures at least one backup vault exists
}
```";aws backup create-backup-vault --backup-vault-name <example_resource_name>;"1. Sign in to the AWS Management Console and open the AWS Backup console
2. In the left navigation pane, select Backup vaults
3. Click Create backup vault
4. Enter a name (e.g., <example_resource_name>)
5. Click Create backup vault";ASD-Essential-Eight-Nov 2023: E8-8.1 | AWS-Foundational-Technical-Review: BAR-001 | C5-2025: OPS-06.01B, OPS-07.01B, OPS-08.01B, OPS-09.02B, CRY-16.02B, DEV-11.02B, BCM-01.01B, BCM-01.02B, BCM-02.01B | CCC-v2025.10: CCC.Core.CN08.AR01, CCC.Core.CN14.AR01, CCC.Core.CN14.AR02, CCC.Core.CN14.AR03 | ENS-RD2022: mp.info.6.aws.bcku.1 | FedRAMP-20x-KSI-Low-25.05C: ksi-rpl | ISO27001-2022: A.8.13 | KISA-ISMS-P-2023: 2.9.3, 2.12.1 | KISA-ISMS-P-2023-korean: 2.9.3, 2.12.1 | NIS2: 3.6.2, 4.1.2.f, 4.1.2.g, 4.2.2.b, 4.2.2.e, 12.1.2.c, 12.2.2.b | NIST-CSF-2.0: be_5, ds_3, ip_4, rc_rp_1 | SecNumCloud-3.2: 12.5, 17.6;resilience;;;;5.37.1;https://docs.aws.amazon.com/aws-backup/latest/devguide/vaults.html;;
profile: sandbox;2026-08-19 02:30:11.271115;<SANDBOX_ACCOUNT_ID>;;;;;;prowler-aws-bedrock_full_access_policy_attached-<SANDBOX_ACCOUNT_ID>-ap-southeast-7-AWSReservedSSO_AdministratorAccess_8c8dbb6dc8164670;aws;bedrock_full_access_policy_attached;IAM role does not have AmazonBedrockFullAccess managed policy attached;Software and Configuration Checks/AWS Security Best Practices | Software and Configuration Checks/Industry and Regulatory Standards/AWS Foundational Security Best Practices;PASS;IAM Role AWSReservedSSO_AdministratorAccess_8c8dbb6dc8164670 does not have AmazonBedrockFullAccess policy attached.;False;bedrock;;high;AwsIamRole;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/aws-reserved/sso.amazonaws.com/ap-southeast-1/AWSReservedSSO_AdministratorAccess_8c8dbb6dc8164670;AWSReservedSSO_AdministratorAccess_8c8dbb6dc8164670;;;aws;ap-southeast-7;"**IAM roles** (excluding service roles) are evaluated for attachment of the AWS-managed `AmazonBedrockFullAccess` policy.

This policy grants unrestricted access to all Amazon Bedrock actions and resources.";"The `AmazonBedrockFullAccess` policy grants broad permissions across all Bedrock resources. If a role with this policy is compromised, an attacker could:
- Invoke any model to exfiltrate data or generate harmful content
- Modify guardrails, logging, and security configurations
- Incur significant costs through unrestricted model invocations";;"Apply **least privilege**: replace `AmazonBedrockFullAccess` with a custom policy granting only the specific Bedrock actions required.

Use **permissions boundaries** and **SCPs** to limit the scope of Bedrock permissions. Regularly review access with **IAM Access Analyzer** to identify and remove unused privileges.";https://hub.prowler.com/check/bedrock_full_access_policy_attached;"```yaml
# CloudFormation: IAM Role without AmazonBedrockFullAccess
Resources:
  <example_resource_name>:
    Type: AWS::IAM::Role
    Properties:
      AssumeRolePolicyDocument:
        Version: '2012-10-17'
        Statement:
          - Effect: Allow
            Principal:
              Service: ec2.amazonaws.com
            Action: sts:AssumeRole
      ManagedPolicyArns: []  # Critical: ensure AmazonBedrockFullAccess is NOT attached
```";"```hcl
# IAM Role without AmazonBedrockFullAccess
resource ""aws_iam_role"" ""<example_resource_name>"" {
  assume_role_policy = <<POLICY
{
  ""Version"": ""2012-10-17"",
  ""Statement"": [{
    ""Effect"": ""Allow"",
    ""Principal"": {""Service"": ""ec2.amazonaws.com""},
    ""Action"": ""sts:AssumeRole""
  }]
}
POLICY

  managed_policy_arns = []  # Critical: ensures AmazonBedrockFullAccess is NOT attached
}
```";aws iam detach-role-policy --role-name <ROLE_NAME> --policy-arn arn:aws:iam::aws:policy/AmazonBedrockFullAccess;"1. Open the AWS Console and go to IAM > Roles
2. Select the role flagged by the check
3. On the Permissions tab, find ""AmazonBedrockFullAccess"" under Attached policies
4. Click Detach next to ""AmazonBedrockFullAccess""
5. Confirm the detach
6. Attach a scoped policy granting only required Bedrock actions";AWS-AI-Security-Framework-1.0: AISF-IAM-02 | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP02 | C5-2025: IAM-06.01B | ISO27001-2022: A.8.2 | KISA-ISMS-P-2023: 2.5.5 | KISA-ISMS-P-2023-korean: 2.5.5 | NIST-CSF-2.0: ac_4 | SecNumCloud-3.2: 9.3 | SOC2: cc_6_3;gen-ai | identity-access;;iam_role_administratoraccess_policy;;5.37.1;https://docs.aws.amazon.com/bedrock/latest/userguide/security-iam.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html#grant-least-privilege;;
profile: sandbox;2026-08-19 02:30:11.271115;<SANDBOX_ACCOUNT_ID>;;;;;;prowler-aws-bedrock_full_access_policy_attached-<SANDBOX_ACCOUNT_ID>-ap-southeast-7-OrganizationAccountAccessRole;aws;bedrock_full_access_policy_attached;IAM role does not have AmazonBedrockFullAccess managed policy attached;Software and Configuration Checks/AWS Security Best Practices | Software and Configuration Checks/Industry and Regulatory Standards/AWS Foundational Security Best Practices;PASS;IAM Role OrganizationAccountAccessRole does not have AmazonBedrockFullAccess policy attached.;False;bedrock;;high;AwsIamRole;arn:aws:iam::<SANDBOX_ACCOUNT_ID>:role/OrganizationAccountAccessRole;OrganizationAccountAccessRole;;;aws;ap-southeast-7;"**IAM roles** (excluding service roles) are evaluated for attachment of the AWS-managed `AmazonBedrockFullAccess` policy.

This policy grants unrestricted access to all Amazon Bedrock actions and resources.";"The `AmazonBedrockFullAccess` policy grants broad permissions across all Bedrock resources. If a role with this policy is compromised, an attacker could:
- Invoke any model to exfiltrate data or generate harmful content
- Modify guardrails, logging, and security configurations
- Incur significant costs through unrestricted model invocations";;"Apply **least privilege**: replace `AmazonBedrockFullAccess` with a custom policy granting only the specific Bedrock actions required.

Use **permissions boundaries** and **SCPs** to limit the scope of Bedrock permissions. Regularly review access with **IAM Access Analyzer** to identify and remove unused privileges.";https://hub.prowler.com/check/bedrock_full_access_policy_attached;"```yaml
# CloudFormation: IAM Role without AmazonBedrockFullAccess
Resources:
  <example_resource_name>:
    Type: AWS::IAM::Role
    Properties:
      AssumeRolePolicyDocument:
        Version: '2012-10-17'
        Statement:
          - Effect: Allow
            Principal:
              Service: ec2.amazonaws.com
            Action: sts:AssumeRole
      ManagedPolicyArns: []  # Critical: ensure AmazonBedrockFullAccess is NOT attached
```";"```hcl
# IAM Role without AmazonBedrockFullAccess
resource ""aws_iam_role"" ""<example_resource_name>"" {
  assume_role_policy = <<POLICY
{
  ""Version"": ""2012-10-17"",
  ""Statement"": [{
    ""Effect"": ""Allow"",
    ""Principal"": {""Service"": ""ec2.amazonaws.com""},
    ""Action"": ""sts:AssumeRole""
  }]
}
POLICY

  managed_policy_arns = []  # Critical: ensures AmazonBedrockFullAccess is NOT attached
}
```";aws iam detach-role-policy --role-name <ROLE_NAME> --policy-arn arn:aws:iam::aws:policy/AmazonBedrockFullAccess;"1. Open the AWS Console and go to IAM > Roles
2. Select the role flagged by the check
3. On the Permissions tab, find ""AmazonBedrockFullAccess"" under Attached policies
4. Click Detach next to ""AmazonBedrockFullAccess""
5. Confirm the detach
6. Attach a scoped policy granting only required Bedrock actions";AWS-AI-Security-Framework-1.0: AISF-IAM-02 | AWS-Well-Architected-Framework-Security-Pillar: SEC03-BP02 | C5-2025: IAM-06.01B | ISO27001-2022: A.8.2 | KISA-ISMS-P-2023: 2.5.5 | KISA-ISMS-P-2023-korean: 2.5.5 | NIST-CSF-2.0: ac_4 | SecNumCloud-3.2: 9.3 | SOC2: cc_6_3;gen-ai | identity-access;;iam_role_administratoraccess_policy;;5.37.1;https://docs.aws.amazon.com/bedrock/latest/userguide/security-iam.html | https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html#grant-least-privilege;;
